Ensembl Gene ID	HGNC symbol
ENSG00000204219	TCEA3
ENSG00000204119	DMRTC1-AS1
ENSG00000198914	POU3F3
ENSG00000106952	TNFSF8
ENSG00000111850	C6orf162
ENSG00000092148	HECTD1
ENSG00000132259	CNGA4
ENSG00000135972	MRPS9
ENSG00000041982	TNC
ENSG00000181035	SLC25A42
ENSG00000110148	CCKBR
ENSG00000203872	C6orf163
ENSG00000064545	TMEM161A
ENSG00000164061	BSN
ENSG00000088280	ASAP3
ENSG00000113273	ARSB
ENSG00000107874	CUEDC2
ENSG00000203871	C6orf164
ENSG00000064489	MEF2BNB-MEF2B
ENSG00000176692	FOXC2
ENSG00000213204	C6orf165
ENSG00000176678	FOXL1
ENSG00000260456	
ENSG00000213999	MEF2B
ENSG00000009724	MASP2
ENSG00000184388	PABPC1L2B
ENSG00000186288	PABPC1L2A
ENSG00000253117	OC90
ENSG00000135973	GPR45
ENSG00000131152	C16orf95
ENSG00000103264	FBXO31
ENSG00000170955	PRKCDBP
ENSG00000135966	TGFBRAP1
ENSG00000204118	NAP1L6
ENSG00000254901	MEF2BNB
ENSG00000186462	NAP1L2
ENSG00000258417	
ENSG00000139364	TMEM132B
ENSG00000164062	APEH
ENSG00000131264	CDX4
ENSG00000185860	C1orf110
ENSG00000173064	HECTD4
ENSG00000132297	HHLA1
ENSG00000204116	CHIC1
ENSG00000064490	RFXANK
ENSG00000166311	SMPD1
ENSG00000184156	KCNQ3
ENSG00000117152	RGS4
ENSG00000132837	DMGDH
ENSG00000181234	TMEM132C
ENSG00000184162	NR2C2AP
ENSG00000116649	SRM
ENSG00000139370	SLC15A4
ENSG00000120055	C10orf95
ENSG00000140941	MAP1LC3B
ENSG00000138755	CXCL9
ENSG00000130287	NCAN
ENSG00000205930	C21orf49
ENSG00000166313	APBB1
ENSG00000135974	C2orf49
ENSG00000176623	FAM82B
ENSG00000267629	
ENSG00000137312	FLOT1
ENSG00000187664	HAPLN4
ENSG00000156219	ART3
ENSG00000213996	TM6SF2
ENSG00000105705	SUGP1
ENSG00000140948	ZCCHC14
ENSG00000129295	LRRC6
ENSG00000171824	EXOSC10
ENSG00000187969	ZCCHC13
ENSG00000115641	FHL2
ENSG00000147100	SLC16A2
ENSG00000151948	GLT1D1
ENSG00000138111	TMEM180
ENSG00000129933	MAU2
ENSG00000119333	WDR34
ENSG00000164414	SLC35A1
ENSG00000154118	JPH3
ENSG00000007968	E2F2
ENSG00000205929	C21orf62
ENSG00000173077	DEC1
ENSG00000165071	TMEM71
ENSG00000186143	C2orf53
ENSG00000085719	CPNE3
ENSG00000131263	RLIM
ENSG00000132840	BHMT2
ENSG00000117318	ID3
ENSG00000167491	GATAD2A
ENSG00000163792	TCF23
ENSG00000197880	MDS2
ENSG00000119335	SET
ENSG00000205927	OLIG2
ENSG00000173531	MST1
ENSG00000226180	
ENSG00000138074	SLC5A6
ENSG00000104731	KLHDC4
ENSG00000213993	
ENSG00000178093	TSSK6
ENSG00000186010	NDUFA13
ENSG00000142676	RPL11
ENSG00000250067	YJEFN3
ENSG00000151952	TMEM132D
ENSG00000173409	ARV1
ENSG00000129292	PHF20L1
ENSG00000258674	
ENSG00000138107	ACTR1A
ENSG00000182752	PAPPA
ENSG00000160161	CILP2
ENSG00000105717	PBX4
ENSG00000256040	PAPPA-AS1
ENSG00000146282	RARS2
ENSG00000148219	ASTN2
ENSG00000064547	LPAR2
ENSG00000050030	KIAA2022
ENSG00000011007	TCEB3
ENSG00000071051	NCK2
ENSG00000089639	GMIP
ENSG00000111432	FZD10
ENSG00000125207	PIWIL1
ENSG00000184221	OLIG1
ENSG00000169245	CXCL10
ENSG00000145692	BHMT
ENSG00000131269	ABCB7
ENSG00000089009	RPL6
ENSG00000105726	ATP13A1
ENSG00000169248	CXCL11
ENSG00000057757	PITHD1
ENSG00000182118	FAM89A
ENSG00000110169	HPX
ENSG00000119147	C2orf40
ENSG00000170289	CNGB3
ENSG00000119283	TRIM67
ENSG00000229086	C21orf54
ENSG00000143248	RGS5
ENSG00000011009	LYPLA2
ENSG00000198793	MTOR
ENSG00000152409	JMY
ENSG00000181896	ZNF101
ENSG00000138750	NUP54
ENSG00000159110	IFNAR2
ENSG00000105708	ZNF14
ENSG00000261674	
ENSG00000081665	ZNF506
ENSG00000259980	MRPL45
ENSG00000260825	GPR179
ENSG00000261413	SOCS7
ENSG00000256771	ZNF253
ENSG00000160447	PKN3
ENSG00000129493	HEATR5A
ENSG00000184635	ZNF93
ENSG00000197124	ZNF682
ENSG00000176571	CNBD1
ENSG00000115652	UXS1
ENSG00000260374	ARHGAP23
ENSG00000213988	ZNF90
ENSG00000205047	
ENSG00000103257	SLC7A5
ENSG00000110171	TRIM3
ENSG00000256229	ZNF486
ENSG00000237440	ZNF737
ENSG00000188171	ZNF626
ENSG00000176566	DCAF4L2
ENSG00000156103	MMP16
ENSG00000160229	ZNF66P
ENSG00000105750	ZNF85
ENSG00000118620	ZNF430
ENSG00000160352	ZNF714
ENSG00000060709	RIMBP2
ENSG00000179295	PTPN11
ENSG00000196705	ZNF431
ENSG00000182141	ZNF708
ENSG00000152413	HOMER1
ENSG00000172687	ZNF738
ENSG00000196268	ZNF493
ENSG00000174990	CA5A
ENSG00000042832	TG
ENSG00000143633	C1orf131
ENSG00000197013	ZNF429
ENSG00000197020	ZNF100
ENSG00000198521	ZNF43
ENSG00000137331	IER3
ENSG00000160321	ZNF208
ENSG00000197134	ZNF257
ENSG00000172530	BANP
ENSG00000196109	ZNF676
ENSG00000196350	ZNF729
ENSG00000143228	NUF2
ENSG00000197360	ZNF98
ENSG00000229676	ZNF492
ENSG00000198153	
ENSG00000180081	
ENSG00000213973	ZNF99
ENSG00000135336	ORC3
ENSG00000183850	ZNF730
ENSG00000196081	ZNF724P
ENSG00000213971	
ENSG00000167232	ZNF91
ENSG00000197372	ZNF675
ENSG00000196172	ZNF681
ENSG00000205246	RPSAP58
ENSG00000111450	STX2
ENSG00000213967	ZNF726
ENSG00000104312	RIPK2
ENSG00000213096	ZNF254
ENSG00000169021	UQCRFS1
ENSG00000117308	GALE
ENSG00000187135	VSTM2B
ENSG00000204580	DDR1
ENSG00000105171	POP4
ENSG00000164329	PAPD4
ENSG00000119401	TRIM32
ENSG00000089169	RPH3A
ENSG00000166289	PLEKHF1
ENSG00000160446	ZDHHC12
ENSG00000131943	C19orf12
ENSG00000116906	GNPAT
ENSG00000105173	CCNE1
ENSG00000132341	RAN
ENSG00000263148	ATP2B3
ENSG00000262919	FAM58A
ENSG00000164068	RNF123
ENSG00000105176	URI1
ENSG00000263138	
ENSG00000132254	ARFIP2
ENSG00000136869	TLR4
ENSG00000078725	DBC1
ENSG00000261456	TUBB8
ENSG00000198597	ZNF536
ENSG00000160445	ZER1
ENSG00000260150	ZMYND11
ENSG00000121297	TSHZ3
ENSG00000262788	
ENSG00000267465	
ENSG00000164823	OSGIN2
ENSG00000132286	FXC1
ENSG00000168813	ZNF507
ENSG00000261677	PTPLA
ENSG00000260873	
ENSG00000260045	STAM
ENSG00000117305	HMGCL
ENSG00000104320	NBN
ENSG00000260324	TMEM236
ENSG00000178904	DPY19L3
ENSG00000260314	MRC1
ENSG00000107021	TBC1D13
ENSG00000259777	SLC39A12
ENSG00000262498	
ENSG00000258307	
ENSG00000215641	TRIM27
ENSG00000249624	
ENSG00000265264	
ENSG00000105185	PDCD5
ENSG00000243646	IL10RB
ENSG00000260970	
ENSG00000111452	GPR133
ENSG00000136861	CDK5RAP2
ENSG00000262279	NCAM1
ENSG00000153165	RGPD3
ENSG00000107882	SUFU
ENSG00000105186	ANKRD27
ENSG00000138085	ATRAID
ENSG00000164309	CMYA5
ENSG00000257380	
ENSG00000206526	C6orf100
ENSG00000169260	ZNF311
ENSG00000179532	DNHD1
ENSG00000262377	TTC12
ENSG00000186326	RGS9BP
ENSG00000203546	
ENSG00000213965	NUDT19
ENSG00000173809	TDRD12
ENSG00000094841	UPRT
ENSG00000206525	OR2W1
ENSG00000257566	
ENSG00000206524	OR2B3
ENSG00000206522	OR2J3
ENSG00000234746	OR2J2
ENSG00000258138	
ENSG00000220550	OR10C1
ENSG00000206517	OR11A1
ENSG00000021488	SLC7A9
ENSG00000129480	C14orf126
ENSG00000206516	OR2H1
ENSG00000142166	IFNAR1
ENSG00000155926	SLA
ENSG00000206515	MAS1L
ENSG00000206511	GABBR1
ENSG00000121289	CEP89
ENSG00000151413	NUBPL
ENSG00000179163	FUCA1
ENSG00000171819	ANGPTL7
ENSG00000188822	CNR2
ENSG00000131944	C19orf40
ENSG00000167136	ENDOG
ENSG00000185630	PBX1
ENSG00000225614	ZNF469
ENSG00000189266	PNRC2
ENSG00000179588	ZFPM1
ENSG00000198917	C9orf114
ENSG00000131941	RHPN2
ENSG00000120942	UBIAD1
ENSG00000205036	C16orf85
ENSG00000158545	ZC3H18
ENSG00000171206	TRIM8
ENSG00000188529	SRSF10
ENSG00000076650	GPATCH1
ENSG00000102383	ZDHHC15
ENSG00000206513	UBD
ENSG00000206512	OR2H2
ENSG00000204624	PTCHD2
ENSG00000104415	WISP1
ENSG00000137345	MOG
ENSG00000159128	IFNGR2
ENSG00000166359	WDR88
ENSG00000061936	SFSWAP
ENSG00000104325	DECR1
ENSG00000130881	LRP3
ENSG00000084774	CAD
ENSG00000130876	SLC7A10
ENSG00000132275	RRP8
ENSG00000245848	CEBPA
ENSG00000206510	ZFP57
ENSG00000153879	CEBPG
ENSG00000089127	OAS1
ENSG00000104419	NDRG1
ENSG00000206509	HLA-F
ENSG00000124299	PEPD
ENSG00000116661	FBXO2
ENSG00000138175	ARL3
ENSG00000258474	
ENSG00000258386	
ENSG00000206506	HLA-G
ENSG00000124391	IL17C
ENSG00000124302	CHST8
ENSG00000100852	ARHGAP5
ENSG00000051523	CYBA
ENSG00000153885	KCTD15
ENSG00000206505	HLA-A
ENSG00000104327	CALB1
ENSG00000156398	SFXN2
ENSG00000171097	CCBL1
ENSG00000186008	RPS4XP21
ENSG00000257103	LSM14A
ENSG00000258164	
ENSG00000206502	ZNRD1
ENSG00000132879	FBXO44
ENSG00000166333	ILK
ENSG00000261059	OBP2B
ENSG00000186675	MAGEE2
ENSG00000166398	KIAA0355
ENSG00000102390	CXorf26
ENSG00000206501	PPP1R11
ENSG00000166272	WBP1L
ENSG00000111331	OAS3
ENSG00000142188	TMEM50B
ENSG00000256062	ABO
ENSG00000261306	SURF6
ENSG00000105220	GPI
ENSG00000206500	RNF39
ENSG00000167508	MVD
ENSG00000198934	MAGEE1
ENSG00000261579	MED22
ENSG00000196468	FGF16
ENSG00000142661	MYOM3
ENSG00000162761	LMX1A
ENSG00000137397	TRIM31
ENSG00000148795	CYP17A1
ENSG00000111335	OAS2
ENSG00000085224	ATRX
ENSG00000260501	RPL7A
ENSG00000198598	MMP17
ENSG00000266953	
ENSG00000116663	FBXO6
ENSG00000126249	PDCD2L
ENSG00000180694	TMEM64
ENSG00000136802	LRRC8A
ENSG00000126261	UBA2
ENSG00000172524	TRIM40
ENSG00000123119	NECAB1
ENSG00000137394	TRIM10
ENSG00000177169	ULK1
ENSG00000151320	AKAP6
ENSG00000260692	SURF1
ENSG00000116670	MAD2L2
ENSG00000175287	PHYHD1
ENSG00000137384	TRIM15
ENSG00000142279	WTIP
ENSG00000143171	RXRG
ENSG00000205209	SCGB2B2
ENSG00000089335	ZNF302
ENSG00000261361	SURF2
ENSG00000177692	DNAJC28
ENSG00000260181	SURF4
ENSG00000166275	C10orf32
ENSG00000185669	SNAI3
ENSG00000166337	TAF10
ENSG00000158717	RNF166
ENSG00000142677	IL22RA1
ENSG00000197841	ZNF181
ENSG00000137313	TRIM26
ENSG00000166340	TPP1
ENSG00000153896	ZNF599
ENSG00000159131	GART
ENSG00000260489	C9orf96
ENSG00000168661	ZNF30
ENSG00000135144	DTX1
ENSG00000180884	ZNF792
ENSG00000261493	REXO4
ENSG00000253250	
ENSG00000089351	GRAMD1A
ENSG00000155099	TMEM55A
ENSG00000257349	
ENSG00000257144	
ENSG00000111344	RASAL1
ENSG00000177192	PUS1
ENSG00000206495	TRIM39
ENSG00000105711	SCN1B
ENSG00000105707	HPN
ENSG00000227392	
ENSG00000179066	
ENSG00000185436	IL28RA
ENSG00000089356	FXYD3
ENSG00000260099	ADAMTS13
ENSG00000153902	LGI4
ENSG00000151322	NPAS3
ENSG00000008513	ST3GAL1
ENSG00000174177	CTU2
ENSG00000242726	RPP21
ENSG00000266964	FXYD1
ENSG00000183495	EP400
ENSG00000260502	CACFD1
ENSG00000214435	AS3MT
ENSG00000206493	HLA-E
ENSG00000155100	OTUD6B
ENSG00000115194	SLC30A3
ENSG00000221946	FXYD7
ENSG00000214954	LRRC69
ENSG00000206252	
ENSG00000261768	SLC2A6
ENSG00000089327	FXYD5
ENSG00000162763	LRRC52
ENSG00000147606	SLC26A7
ENSG00000158055	GRHL3
ENSG00000143198	MGST3
ENSG00000198062	POTEH
ENSG00000130538	OR11H1
ENSG00000198445	CCT8L2
ENSG00000177558	FAM187B
ENSG00000172967	XKR3
ENSG00000105699	LSR
ENSG00000215568	GAB4
ENSG00000162490	DRAXIN
ENSG00000258286	
ENSG00000066827	ZFAT
ENSG00000257753	
ENSG00000106780	MEGF9
ENSG00000148842	CNNM2
ENSG00000206492	GNL1
ENSG00000105698	USF2
ENSG00000177674	AGTRAP
ENSG00000105697	HAMP
ENSG00000102158	MAGT1
ENSG00000105695	MAG
ENSG00000163793	DNAJC5G
ENSG00000012124	CD22
ENSG00000177663	IL17RA
ENSG00000119402	FBXW2
ENSG00000251184	
ENSG00000183307	CECR6
ENSG00000175283	DOLK
ENSG00000235478	
ENSG00000095319	NUP188
ENSG00000126266	FFAR1
ENSG00000069998	CECR5
ENSG00000185897	FFAR3
ENSG00000138100	TRIM54
ENSG00000126251	GPR42
ENSG00000205786	
ENSG00000186710	CCDC42B
ENSG00000126262	FFAR2
ENSG00000188508	KRTDAP
ENSG00000131174	COX7B
ENSG00000103335	PIEZO1
ENSG00000143149	ALDH9A1
ENSG00000093072	CECR1
ENSG00000161249	DMKN
ENSG00000076685	NT5C2
ENSG00000166341	DCHS1
ENSG00000206491	PRR3
ENSG00000123064	DDX54
ENSG00000001460	STPG1
ENSG00000206490	ABCF1
ENSG00000095261	PSMD5
ENSG00000129521	EGLN3
ENSG00000158042	MRPL17
ENSG00000188124	OR2AG2
ENSG00000170803	OR2AG1
ENSG00000184933	OR6A2
ENSG00000166363	OR10A5
ENSG00000170790	OR10A2
ENSG00000170782	OR10A4
ENSG00000166368	OR2D2
ENSG00000185684	EP400NL
ENSG00000165240	ATP7A
ENSG00000079102	RUNX1T1
ENSG00000099954	CECR2
ENSG00000178358	OR2D3
ENSG00000149054	ZNF215
ENSG00000182902	SLC25A18
ENSG00000163794	UCN
ENSG00000001461	NIPAL3
ENSG00000115204	MPV17
ENSG00000131100	ATP6V1E1
ENSG00000149050	ZNF214
ENSG00000131773	KHDRBS3
ENSG00000220023	
ENSG00000206489	PPP1R10
ENSG00000158077	NLRP14
ENSG00000189001	SBSN
ENSG00000139405	C12orf52
ENSG00000143183	TMCO1
ENSG00000185163	DDX51
ENSG00000099968	BCL2L13
ENSG00000215910	C1orf167
ENSG00000105679	GAPDHS
ENSG00000117602	RCAN3
ENSG00000226784	PGAM4
ENSG00000165389	SPTSSA
ENSG00000105677	TMEM147
ENSG00000102144	PGK1
ENSG00000148341	SH3GLB2
ENSG00000167513	CDT1
ENSG00000203624	MRPS18B
ENSG00000105675	ATP4A
ENSG00000166578	IQCD
ENSG00000015475	BID
ENSG00000170748	RBMXL2
ENSG00000119403	PHF19
ENSG00000170743	SYT9
ENSG00000249115	HAUS5
ENSG00000184454	NCMAP
ENSG00000147724	FAM135B
ENSG00000206488	ATAT1
ENSG00000129518	EAPP
ENSG00000126254	RBM42
ENSG00000186815	TPCN1
ENSG00000133226	SRRM1
ENSG00000159140	SON
ENSG00000105672	ETV2
ENSG00000126267	COX6B1
ENSG00000184967	NOC4L
ENSG00000105668	UPK1A
ENSG00000243156	MICAL3
ENSG00000183801	OLFML1
ENSG00000011590	ZBTB32
ENSG00000166387	PPFIBP2
ENSG00000105663	
ENSG00000129515	SNX6
ENSG00000177000	MTHFR
ENSG00000126246	IGFLR1
ENSG00000198931	APRT
ENSG00000213780	GTF2H4
ENSG00000206487	C6orf136
ENSG00000161265	U2AF1L4
ENSG00000141012	GALNS
ENSG00000262359	
ENSG00000206486	DHX16
ENSG00000182870	GALNT9
ENSG00000205155	PSENEN
ENSG00000143179	UCK2
ENSG00000188223	
ENSG00000267796	LIN37
ENSG00000181031	RPH3AL
ENSG00000011021	CLCN6
ENSG00000215193	PEX26
ENSG00000148798	INA
ENSG00000115207	GTF3C2
ENSG00000004776	HSPB6
ENSG00000183785	TUBA8
ENSG00000167595	C19orf55
ENSG00000184979	USP18
ENSG00000206485	PPP1R18
ENSG00000148343	FAM73B
ENSG00000156374	PCGF6
ENSG00000182824	
ENSG00000182356	
ENSG00000236954	
ENSG00000004777	ARHGAP33
ENSG00000183628	DGCR6
ENSG00000056558	TRAF1
ENSG00000188859	FAM78B
ENSG00000169436	COL22A1
ENSG00000206484	NRM
ENSG00000143157	POGK
ENSG00000205133	TRIQK
ENSG00000165410	CFL2
ENSG00000100033	PRODH
ENSG00000250799	PRODH2
ENSG00000159147	DONSON
ENSG00000161270	NPHS1
ENSG00000106804	C5
ENSG00000112787	FBRSL1
ENSG00000206481	MDC1
ENSG00000148835	TAF5
ENSG00000187624	C17orf97
ENSG00000169504	CLIC4
ENSG00000137411	VARS2
ENSG00000126259	KIRREL2
ENSG00000167515	TRAPPC2L
ENSG00000070413	DGCR2
ENSG00000212999	
ENSG00000254318	C8orf87
ENSG00000105290	APLP1
ENSG00000188343	FAM92A1
ENSG00000183311	TUBB
ENSG00000198604	BAZ1A
ENSG00000183688	FAM101B
ENSG00000187848	P2RX2
ENSG00000167604	NFKBID
ENSG00000089060	SLC24A6
ENSG00000152382	TADA1
ENSG00000115211	EIF2B4
ENSG00000126264	HCST
ENSG00000100056	DGCR14
ENSG00000141252	VPS53
ENSG00000011600	TYROBP
ENSG00000205022	PABPN1L
ENSG00000206203	TSSK2
ENSG00000063515	GSC2
ENSG00000100075	SLC25A1
ENSG00000119397	CNTRL
ENSG00000187325	TAF9B
ENSG00000126243	LRFN3
ENSG00000205138	SDHAF1
ENSG00000181392	SYNE4
ENSG00000173915	USMG5
ENSG00000070371	CLTCL1
ENSG00000143195	ILDR2
ENSG00000173198	CYSLTR1
ENSG00000239382	ALKBH6
ENSG00000249209	
ENSG00000167130	DOLPP1
ENSG00000205758	CRYZL1
ENSG00000169427	KCNK9
ENSG00000206480	FLOT1
ENSG00000129993	CBFA2T3
ENSG00000166394	CYB5R2
ENSG00000105270	CLIP3
ENSG00000179300	ZCCHC5
ENSG00000147145	LPAR4
ENSG00000148843	PDCD11
ENSG00000161277	THAP8
ENSG00000167632	TRAPPC9
ENSG00000175206	NPPA
ENSG00000120937	NPPB
ENSG00000206478	IER3
ENSG00000183808	RBM12B
ENSG00000075702	WDR62
ENSG00000100084	HIRA
ENSG00000078589	P2RY10
ENSG00000116685	KIAA2013
ENSG00000212998	RBM12B-AS1
ENSG00000143194	MAEL
ENSG00000164953	TMEM67
ENSG00000095321	CRAT
ENSG00000147138	GPR174
ENSG00000078596	ITM2A
ENSG00000105261	OVOL3
ENSG00000105258	POLR2I
ENSG00000258508	
ENSG00000215522	DDR1
ENSG00000100883	SRP54
ENSG00000105254	TBCB
ENSG00000177084	POLE
ENSG00000083444	PLOD1
ENSG00000115234	SNX17
ENSG00000126247	CAPNS1
ENSG00000122145	TBX22
ENSG00000161281	COX7A1
ENSG00000242259	C22orf39
ENSG00000151176	PLBD2
ENSG00000196357	ZNF565
ENSG00000185608	MRPL40
ENSG00000205018	
ENSG00000167635	ZNF146
ENSG00000070010	UFD1L
ENSG00000176716	OR10AB1P
ENSG00000183303	OR5P2
ENSG00000205726	ITSN1
ENSG00000176715	ACSF3
ENSG00000182334	OR5P3
ENSG00000142065	ZFP14
ENSG00000175393	OR10A6
ENSG00000170683	OR10A3
ENSG00000182261	NLRP10
ENSG00000175390	EIF3F
ENSG00000181007	ZFP82
ENSG00000186017	ZNF566
ENSG00000250733	C8orf17
ENSG00000104472	CHRAC1
ENSG00000135094	SDS
ENSG00000221974	GTF2H4
ENSG00000123908	EIF2C2
ENSG00000257606	
ENSG00000254004	ZNF260
ENSG00000139410	SDSL
ENSG00000186020	ZNF529
ENSG00000089116	LHX5
ENSG00000129910	CDH15
ENSG00000093009	CDC45
ENSG00000161298	ZNF382
ENSG00000119383	PPP2R4
ENSG00000122965	RBM19
ENSG00000197808	ZNF461
ENSG00000170100	ZNF778
ENSG00000189042	ZNF567
ENSG00000206476	
ENSG00000164951	PDP1
ENSG00000267041	ZNF850
ENSG00000267260	
ENSG00000119396	RAB14
ENSG00000167695	FAM57A
ENSG00000197863	ZNF790
ENSG00000205014	
ENSG00000020633	RUNX3
ENSG00000251247	ZNF345
ENSG00000167522	ANKRD11
ENSG00000143167	GPA33
ENSG00000196260	SFTA2
ENSG00000174016	FAM46D
ENSG00000185869	ZNF829
ENSG00000166402	TUB
ENSG00000198842	DUSP27
ENSG00000168631	DPCR1
ENSG00000116688	MFN2
ENSG00000165288	BRWD3
ENSG00000198453	ZNF568
ENSG00000179409	GEMIN4
ENSG00000184113	CLDN5
ENSG00000166405	RIC3
ENSG00000184702	SEPT5
ENSG00000197050	ZNF420
ENSG00000079112	CDH17
ENSG00000167699	GLOD4
ENSG00000196967	ZNF585A
ENSG00000203618	GP1BB
ENSG00000184058	TBX1
ENSG00000267360	
ENSG00000204544	MUC21
ENSG00000148180	GSN
ENSG00000245680	ZNF585B
ENSG00000185838	GNB1L
ENSG00000143190	POU2F1
ENSG00000206465	SFTA2
ENSG00000188283	ZNF383
ENSG00000215012	C22orf29
ENSG00000169398	PTK2
ENSG00000229284	DPCR1
ENSG00000184470	TXNRD2
ENSG00000181666	HKR1
ENSG00000151327	FAM177A1
ENSG00000089225	TBX5
ENSG00000261272	MUC22
ENSG00000204542	C6orf15
ENSG00000204540	PSORS1C1
ENSG00000189164	ZNF527
ENSG00000197912	SPG7
ENSG00000138172	CALHM2
ENSG00000257861	
ENSG00000206463	
ENSG00000258208	
ENSG00000196437	ZNF569
ENSG00000255913	
ENSG00000258191	
ENSG00000257685	
ENSG00000206461	C6orf15
ENSG00000206458	PSORS1C1
ENSG00000204539	CDSN
ENSG00000206460	CDSN
ENSG00000171827	ZNF570
ENSG00000092020	PPP2R3C
ENSG00000257827	
ENSG00000206459	PSORS1C2
ENSG00000164949	GEM
ENSG00000206457	CCHCR1
ENSG00000188227	ZNF793
ENSG00000197275	RAD54B
ENSG00000117614	SYF2
ENSG00000171817	ZNF540
ENSG00000135111	TBX3
ENSG00000204538	PSORS1C2
ENSG00000180479	ZNF571
ENSG00000116691	MIIP
ENSG00000176894	PXMP2
ENSG00000204536	CCHCR1
ENSG00000120784	ZFP30
ENSG00000093010	COMT
ENSG00000256632	
ENSG00000247077	PGAM5
ENSG00000196381	ZNF781
ENSG00000257726	
ENSG00000123066	MED13L
ENSG00000166407	LMO1
ENSG00000267552	
ENSG00000099889	ARVCF
ENSG00000198182	ZNF607
ENSG00000176915	ANKLE2
ENSG00000189144	ZNF573
ENSG00000258248	
ENSG00000206455	TCF19
ENSG00000265817	FSBP
ENSG00000130413	STK33
ENSG00000206454	POU5F1
ENSG00000164944	KIAA1429
ENSG00000171804	WDR87
ENSG00000185933	CALHM1
ENSG00000183128	CALHM3
ENSG00000163795	ZNF513
ENSG00000105738	SIPA1L3
ENSG00000107954	NEURL
ENSG00000171861	RNMTL1
ENSG00000115241	PPM1G
ENSG00000167693	NXN
ENSG00000011332	DPF1
ENSG00000167526	RPL13
ENSG00000107957	SH3PXD2A
ENSG00000183597	C22orf25
ENSG00000090615	GOLGA3
ENSG00000115216	NRBP1
ENSG00000167642	SPINT2
ENSG00000120949	TNFRSF8
ENSG00000188483	IER5L
ENSG00000128191	DGCR8
ENSG00000148335	NTMT1
ENSG00000148175	STOM
ENSG00000117616	C1orf63
ENSG00000107960	OBFC1
ENSG00000167641	PPP1R14A
ENSG00000171471	MAP1LC3B2
ENSG00000111412	C12orf49
ENSG00000206452	HLA-C
ENSG00000267748	
ENSG00000100890	
ENSG00000178773	CPNE7
ENSG00000167645	YIF1B
ENSG00000166436	TRIM66
ENSG00000198821	CD247
ENSG00000099899	TRMT2A
ENSG00000136848	DAB2IP
ENSG00000262003	
ENSG00000177370	TIMM22
ENSG00000179058	C9orf50
ENSG00000198157	HMGN5
ENSG00000159842	ABR
ENSG00000167644	C19orf33
ENSG00000099337	KCNK6
ENSG00000206450	HLA-B
ENSG00000065613	SLK
ENSG00000028137	TNFRSF1B
ENSG00000099338	CATSPERG
ENSG00000135119	RNFT2
ENSG00000099901	RANBP1
ENSG00000157992	KRTCAP3
ENSG00000212997	
ENSG00000104413	ESRP1
ENSG00000183214	MICA
ENSG00000258790	KIAA0391
ENSG00000100902	PSMA6
ENSG00000099904	ZDHHC8
ENSG00000099341	PSMD8
ENSG00000072609	CHFR
ENSG00000131171	SH3BGRL
ENSG00000135116	HRK
ENSG00000179168	GGN
ENSG00000206449	MICB
ENSG00000143162	CREG1
ENSG00000015413	DPEP1
ENSG00000188766	SPRED3
ENSG00000138002	IFT172
ENSG00000234409	
ENSG00000206447	MCCD1
ENSG00000198626	RYR2
ENSG00000048707	VPS13D
ENSG00000236499	
ENSG00000040608	RTN4R
ENSG00000130244	FAM98C
ENSG00000128185	DGCR6L
ENSG00000148331	ASB6
ENSG00000215425	DDX39B
ENSG00000171777	RASGRP4
ENSG00000166441	RPL27A
ENSG00000167157	PRRX2
ENSG00000148344	PTGES
ENSG00000187772	LIN28B
ENSG00000198771	RCSD1
ENSG00000163623	NKX6-1
ENSG00000112276	BVES
ENSG00000166444	ST5
ENSG00000137310	TCF19
ENSG00000174989	FBXW8
ENSG00000163624	CDS1
ENSG00000196767	POU3F4
ENSG00000183035	CYLC1
ENSG00000183038	GGTLC3
ENSG00000196622	RIMBP3
ENSG00000100906	NFKBIA
ENSG00000196218	RYR1
ENSG00000131165	CHMP1A
ENSG00000145050	MANF
ENSG00000188280	
ENSG00000161133	USP41
ENSG00000164291	ARSK
ENSG00000185252	ZNF74
ENSG00000072133	RPS6KA6
ENSG00000175764	TTLL11
ENSG00000204531	POU5F1
ENSG00000088992	TESC
ENSG00000244486	SCARF2
ENSG00000163625	WDFY3
ENSG00000156162	DPY19L4
ENSG00000099910	KLHL22
ENSG00000104814	MAP4K1
ENSG00000065618	COL17A1
ENSG00000119421	NDUFA8
ENSG00000206445	ATP6V1G2
ENSG00000136816	TOR1B
ENSG00000135108	FBXO21
ENSG00000187010	RHD
ENSG00000099917	MED15
ENSG00000179837	RBM15B
ENSG00000145041	VPRBP
ENSG00000178982	EIF3K
ENSG00000167523	C16orf55
ENSG00000132429	POPDC3
ENSG00000197965	MPZL1
ENSG00000185681	MORN5
ENSG00000085377	PREP
ENSG00000185324	CDK10
ENSG00000130402	ACTN4
ENSG00000168348	INSM2
ENSG00000165259	HDX
ENSG00000125618	PAX8
ENSG00000136827	TOR1A
ENSG00000174373	RALGAPA1
ENSG00000136819	C9orf78
ENSG00000182472	CAPN12
ENSG00000206440	NFKBIL1
ENSG00000205076	LGALS7
ENSG00000178015	GPR150
ENSG00000178934	LGALS7B
ENSG00000106852	LHX6
ENSG00000171747	LGALS4
ENSG00000164080	RAD54L2
ENSG00000257801	
ENSG00000173503	LTA
ENSG00000105339	DENND3
ENSG00000104823	ECH1
ENSG00000104824	HNRNPL
ENSG00000206439	TNF
ENSG00000206437	LTB
